# question[|paraphrase|...]<TAB>answer
# Answers must be direct: the answer only, no preamble, no restating the question.
# Animals
how many zeros are in a trillion|how many zeros in a trillion	12.
what is a googol|how big is a googol	10 to the power of 100.
what is the golden ratio|what is phi	1.618.
what is euler's number|what is the number e	2.71828.
what is 0 factorial|what is zero factorial	1.
how many degrees are in a right angle|how many degrees in a right angle	90.
what is the area of a circle|area of a circle formula	pi x r^2.
what is the circumference of a circle|circumference of a circle formula	2 x pi x r.
what is the pythagorean theorem|pythagoras theorem	a^2 + b^2 = c^2.
what is the volume of a sphere|volume of a sphere formula	4/3 x pi x r^3.
what is a hypotenuse|what is the hypotenuse	The longest side of a right triangle.
# ---- food
how many calories are in an apple|how many calories does an apple have	About 95.
how many calories are in a slice of pizza|how many calories does pizza have	About 285 per slice.
how many calories are in a gram of fat|calories per gram of fat	9.
how many calories are in a gram of protein|calories per gram of protein	4.
how many calories are in a gram of carbs|calories per gram of carbohydrate	4.
how much protein is in an egg|how much protein does an egg have	About 6 grams.
how many calories should i eat a day|how many calories does a person need	About 2,000 to 2,500.
what is the hottest pepper|what is the spiciest pepper	Pepper X.
what is honey made from|how is honey made	Flower nectar, made by bees.
which country produces the most coffee|who grows the most coffee	Brazil.
what is sushi|what is sushi made of	Vinegared rice with fish or other toppings.
# ---- electronics and esp32
what is a resistor|what does a resistor do	A component that limits current.
what is a capacitor|what does a capacitor do	A component that stores charge.
what is a diode|what does a diode do	A component that lets current flow one way.
what is a transistor|what does a transistor do	A semiconductor switch or amplifier.
what is an led|what does led stand for	Light-emitting diode.
what resistor do i need for an led|what resistor for an led	Usually 220 to 330 ohms.
what is the forward voltage of a red led|red led voltage	About 2 V.
what is the forward voltage of a blue led|blue led voltage	About 3 V.
what is pwm|what does pwm stand for	Pulse-width modulation.
what is i2c|what does i2c stand for	A 2-wire serial bus: SDA and SCL.
what is spi|what does spi stand for	A 4-wire serial bus: MOSI, MISO, SCK, CS.
what is uart|what does uart stand for	Asynchronous serial: TX and RX.
what baud rate does the esp32 use|esp32 baud rate	115200 by default.
how many gpio pins does the esp32 have|how many pins does the esp32 have	34.
how many adc channels does the esp32 have|esp32 adc channels	18.
what is the adc resolution of the esp32|esp32 adc resolution	12 bits.
does the esp32 have a dac|esp32 dac	Yes, 2 channels of 8 bits.
does the esp32 have bluetooth|esp32 bluetooth	Yes, Classic and BLE.
what wifi does the esp32 support|esp32 wifi standard	2.4 GHz 802.11 b/g/n.
does the esp32 support 5ghz wifi|can the esp32 use 5ghz	No. Only the ESP32-C5 does.
what is the deep sleep current of the esp32|esp32 deep sleep power	About 10 uA.
how much current does the esp32 draw|esp32 power consumption	About 80 mA, up to 240 mA on Wi-Fi TX.
what cpu does the esp32 use|what processor is in the esp32	Xtensa LX6.
what cpu does the esp32-s3 use|what processor is in the esp32-s3	Xtensa LX7 with vector instructions.
what cpu does the esp32-c3 use|what processor is in the esp32-c3	A single RISC-V core.
what is psram|what does psram do	External RAM added to a microcontroller.
what is flash memory|what is flash storage	Storage that keeps data without power.
what is gpio|what does gpio stand for	General-purpose input/output.
what is an adc|what does adc stand for	Analog-to-digital converter.
what is a dac|what does dac stand for	Digital-to-analog converter.
what is a microcontroller|what is an mcu	A small computer on a single chip.
what is arduino|what is an arduino	An open-source electronics platform.
what is a raspberry pi|what is raspberry pi	A small single-board computer.
what voltage is usb|what voltage does usb supply	5 V.
are esp32 pins 5v tolerant|can the esp32 take 5v on a pin	No. Use 3.3 V logic.
what is mqtt|what does mqtt do	A lightweight pub/sub messaging protocol.
what is an ip address|what does ip address mean	A number that identifies a device on a network.
what is tcp|what does tcp stand for	Transmission Control Protocol.
what is udp|what does udp stand for	User Datagram Protocol.
what port does http use|http port	80.
what port does https use|https port	443.
what port does ssh use|ssh port	22.
what is dns|what does dns do	It maps domain names to IP addresses.
what is an api|what does api stand for	Application programming interface.
what is open source|what does open source mean	Code anyone can view, use and change.
what is a compiler|what does a compiler do	It turns source code into machine code.
what is an operating system|what does an os do	Software that manages hardware and programs.
what is ascii|what does ascii stand for	A 7-bit text encoding with 128 characters.
what is utf-8|what is utf8	A variable-length Unicode encoding.
what is a bit|what does bit stand for	A binary digit, 0 or 1.
what is a token|what is a token in ai	A chunk of text a language model reads.
what is quantization|what does quantization mean	Storing numbers with fewer bits.
what is attention|what is self-attention	How a transformer weighs other tokens.
what is a kv cache|what does a kv cache do	Saved keys and values of past tokens.
what is gradient descent|how does gradient descent work	Moving weights downhill on the loss.
what is overfitting|what does overfitting mean	Memorizing data instead of generalizing.
what is backpropagation|what is backprop	Computing gradients with the chain rule.
what does gpt stand for|what is gpt	Generative pre-trained transformer.
what is moore's law|what is moores law	Transistor counts double about every 2 years.
# ---- everyday
how many players are on a soccer team|how many players in soccer	11.
how many players are on a basketball team|how many players in basketball	5.
how many players are on a baseball team|how many players in baseball	9.
how many players are on a volleyball team|how many players in volleyball	6.
how many players are on a hockey team|how many players in ice hockey	6.
how long is a soccer match|how long is a football match	90 minutes.
how many rings are on the olympic flag|how many olympic rings are there	5.
how often are the olympics held|how often are the olympics	Every 4 years.
how many squares are on a chessboard|how many squares in chess	64.
how many pieces are in chess|how many chess pieces are there	32.
how many cards are in a deck|how many cards in a deck of cards	52.
how many dots are on a die|how many dots on a dice	21.
how many keys are on a piano|how many keys does a piano have	88.
how many strings does a guitar have|how many strings on a guitar	6.
how many strings does a violin have|how many strings on a violin	4.
what is the most spoken language|what language do most people speak	English overall; Mandarin by native speakers.
how many languages are there|how many languages are spoken in the world	About 7,000.
how many letters are in the alphabet|how many letters in the english alphabet	26.
how many vowels are there|what are the vowels	5: a, e, i, o, u.
what is the most common letter in english|most used letter in english	E.
what color do blue and yellow make|blue and yellow make what color	Green.
what color do red and blue make|red and blue make what color	Purple.
what color do red and yellow make|red and yellow make what color	Orange.
what color do red and white make|red and white make what color	Pink.
what are the primary colors of paint|what are the primary colors	Red, yellow and blue.
how many hours are in a year|how many hours in a year	8,760.
when is christmas|what day is christmas	December 25.
how many states are in the us|how many states are in america	50.
how many stripes are on the us flag|how many stripes on the american flag	13.
how many provinces does canada have|how many provinces are in canada	10, plus 3 territories.
how many countries are in the eu|how many countries are in the european union	27.
how many countries are in africa|how many african countries are there	54.
what is the population of china|how many people live in china	About 1.4 billion.
what is the population of india|how many people live in india	About 1.45 billion.
what is the population of the united states|how many people live in the us	About 340 million.
what is the population of tokyo|how many people live in tokyo	About 37 million in the metro area.
what is the population of london|how many people live in london	About 9 million.
what is the most visited country|which country gets the most tourists	France.
how fast does a plane fly|how fast is a passenger jet	About 900 km/h.
how high do planes fly|what altitude do planes fly at	About 10 to 12 km.
what is the deepest hole ever dug|what is the deepest hole	Kola Superdeep Borehole, 12.2 km.
# ---- about me and small talk
good morning|morning	Good morning.
good night|night	Good night.
what time is it|what is the time	I have no clock.
what is today's date|what day is it today	I have no calendar.
what is the weather|what is the weather like	I have no weather data.
are you smart|how smart are you	I know about 1,100 facts. That's it.
how do you work|how does this work	A tiny transformer with int4 weights.
what language do you speak|do you speak english	English.
can you learn|do you learn	Only by retraining on new facts.
do you have feelings|can you feel	No.
are you alive|are you conscious	No.
are you chatgpt|are you claude	No. I'm a tiny offline model on an ESP32.
