# Survival: what to do when there is no signal, no help nearby, or no time.
# question[|paraphrase|...]<TAB>answer. Answers are direct and short; each follows the
# source named in its section. When sources disagree, the more cautious advice is used.
# ---- priorities (US Army survival manual FM 21-76, public domain)
how much moving water can knock you down|can i walk through flood water|walking in flood water	6 inches (15 cm) of moving water.
what does turn around dont drown mean|turn around dont drown	Never drive or walk into flood water.
what do i do in a hurricane|hurricane safety|what to do during a hurricane|hurricane tips	Evacuate if told; else stay away from windows.
what do i do in a tsunami|tsunami warning|tsunami safety|what if the sea suddenly goes out|ocean pulls back|tsunami what do i do|what to do if there is a tsunami|what to do in a tsunami|tsunami what to do	Go to high ground or inland right away.
what do i do in a wildfire|wildfire safety|wildfire evacuation|what to do if there is a wildfire|what to do if a wildfire is coming|wildfire is near|wildfire nearby what do i do|forest fire coming	Leave early when told; don't wait for flames.
what do i do if trapped by a wildfire|trapped by a wildfire|caught in a forest fire|trapped in a wildfire	Call for help; in a car, shut vents, lie low.
what do i do in an avalanche|caught in an avalanche|avalanche survival|how to survive an avalanche	Fight to the surface; clear air space at face.
what do i do in an earthquake if outside|earthquake outside|earthquake when outside	Get away from buildings, trees and power lines.
what do i do when the shaking stops|earthquake aftershocks|what to do when an earthquake ends|earthquake is over|aftershocks	Expect aftershocks; check for gas and injuries.
what do i do in a power outage|power outage tips|power went out|power outage what to do|the power is out	Flashlights, not candles; keep the fridge shut.
how long does food last in the fridge without power|power outage fridge|how long is fridge food safe without power|how long will food in the fridge last if the power goes out|how long does fridge food last without power|how long is food good in the fridge without power|power out how long is food good|how long will my fridge stay cold without power	4 hours if the door stays closed.
how long does a freezer stay cold without power|power outage freezer|how long is freezer food safe without power|~how long is freezer food good without power|~freezer food power out|~how long is freezer food good when the power is out|~how long does frozen food last without power	48 hours if full, 24 if half full, door shut.
where do i put a generator|is it safe to run a generator indoors|generator in the garage|can i run a generator inside|generator safety|can i use a generator in my house|can i use a generator indoors|is it safe to use a generator in the house|where should a generator go|can i run a generator in my garage	Outside only, 20+ ft from doors and windows.
what are the signs of carbon monoxide poisoning|carbon monoxide symptoms|co poisoning symptoms|signs of carbon monoxide	Headache, dizziness, nausea, confusion.
what do i do in a blizzard|blizzard safety|snowstorm safety	Stay inside; if driving, stay with your car.
should i stay with my car|should i stay with my car if stranded|stranded in a car|car broke down in the desert|should i leave my car	Yes. A car is easier to spot than a person.
what does red sky at night mean|red sky at night	Often fair weather ahead.
what does red sky in the morning mean|red sky in the morning|red sky at morning	Often rain or storms coming.
what does a falling barometer mean|barometer dropping|falling pressure weather	Bad weather is likely coming.
what clouds bring thunderstorms|thunderstorm clouds|what is a cumulonimbus cloud	Tall, anvil-topped cumulonimbus.
# ---- water hazards (NOAA, US Coast Guard)
what do i do in a rip current|how to escape a rip current|caught in a rip tide|rip current|rip tide|how do i get out of a rip current|how to get out of a rip current|how to survive a rip current|caught in a rip current|what to do if caught in a rip current|how do i escape a riptide|riptide|how to escape a riptide|caught in a riptide|pulled out to sea	Don't fight it; swim parallel to the shore.
what do i do if im drowning|how to survive drowning|how to float to survive|float to live|how not to drown	Float on your back to rest, then call for help.
what do i do if my car goes into water|car sinking|car in water what to do|how to escape a sinking car|car underwater|my car is sinking what do i do|how to get out of a sinking car|car going into water|car drove into water|trapped in a sinking car|~how to get out of a car underwater|~how to get out of a car in water|~how to escape a car in water	Seatbelt off, window open, get out now.
how do i cross a river safely|crossing a river|how to ford a stream|how to cross a stream|river crossing	Wide shallow spot; face upstream; unbuckle pack.
what do i do in quicksand|stuck in quicksand|quicksand|how to get out of quicksand	Lean back to float, then ease to firm ground.
should i stay with a capsized boat|capsized boat|should i swim to shore or stay with the boat|boat flipped	Stay with the boat; it's easier to spot.
# ---- first aid in the wild (Stop the Bleed, Red Cross, NHS, CDC)
how do i stop bleeding|how to stop bleeding|severe bleeding|stop the bleed|bleeding first aid|someone is bleeding badly|how to stop a wound bleeding|someone is bleeding a lot|how do you stop bleeding|how to stop heavy bleeding|how to stop bleeding fast|bleeding a lot what to do|heavy bleeding|~someone is bleeding|~someone is bleeding from the arm|~my friend is bleeding|~how do i stop someone from bleeding|~bleeding from the leg|~someone is bleeding from the leg|~how to help someone who is bleeding	Press hard on the wound and don't let up.
how do i use a tourniquet|where to put a tourniquet|tourniquet|how to apply a tourniquet|where does a tourniquet go|where do you put a tourniquet|how to put on a tourniquet|where do i put a tourniquet	2 to 3 inches above the wound, not on a joint.
when should i use a tourniquet|when to use a tourniquet	Limb bleeding that pressure can't stop.
how do i splint a broken bone|how to make a splint|broken bone first aid|how to treat a broken leg|broken arm first aid|how to splint|how do i splint a broken arm|what to do for a broken bone|how to help a broken leg|broken bone what to do|i think i broke my leg|what to do if someone breaks their leg|someone broke their arm|how to help a broken arm|broken bone in the wild|~my friend broke their leg|~someone broke their leg|~someone has a broken bone	Splint as found, covering joints on each side.
what are the signs of shock|shock symptoms|signs of shock	Pale, clammy skin, fast weak pulse, confusion.
how do i treat shock|how to treat shock|what to do for shock|shock first aid|how do i treat someone in shock|how to help someone in shock|what to do if someone is in shock|someone is in shock|~my friend is in shock|~how to help a person in shock	Lay them down, raise legs if unhurt, keep warm.
how do i clean a wound|how to clean a cut|wound care|how to clean a wound in the wild|how do i treat a cut|how to treat a wound|how to treat a cut in the wild	Rinse with clean water, then cover it.
how do i treat a blister|should i pop a blister|blister first aid|how to treat a blister|should i pop my blister|should you pop a blister|is it ok to pop a blister	Don't pop it; pad it and keep it clean.
what is the recovery position|recovery position|how to put someone in the recovery position	On their side, top knee bent, head tilted back.
what should be in a first aid kit|first aid kit list|first aid kit essentials|what goes in a first aid kit	Bandages, gauze, tape, gloves, wipes, meds.
what are the signs of altitude sickness|altitude sickness symptoms|signs of altitude sickness	Headache, nausea, dizziness, poor sleep up high.
how do i treat altitude sickness|what to do for altitude sickness|how to treat altitude sickness	Stop climbing; go down if it gets worse.
how do i prevent altitude sickness|how fast can i climb at altitude|how to avoid altitude sickness	Above 3,000 m, sleep at most 500 m higher a day.
what does poison ivy look like|how to identify poison ivy|poison ivy|how to spot poison ivy	Leaves of three, let it be.
how do i treat poison ivy|poison ivy rash|what to do after touching poison ivy	Wash skin with soap and cool water right away.
# ---- knots
what knot makes a loop that wont slip|best knot for a fixed loop|bowline knot|what is a bowline|how to tie a bowline|how to tie a loop that wont slip|knot for a loop|loop knot|best loop knot|rescue loop knot	The bowline: a fixed loop that won't slip.
what knot joins two ropes|how to tie two ropes together|best knot to join two ropes|join two ropes|what knot should i use to tie two ropes|how do i tie two ropes together|knot to tie two ropes|knot to connect two ropes|how do you join two ropes|~knot for ropes of different sizes|~which knot joins two ropes|~knot to join ropes of different sizes	Sheet bend, or a square knot for equal ropes.
what knot for a tent line|adjustable knot|taut line hitch|what is a taut line hitch	Taut-line hitch.
what knot ties a rope to a tree|how to tie a rope to a tree|how to tie a rope to a pole|clove hitch	Clove hitch, or two half hitches.
what knot tightens a rope|how to tension a rope|truckers hitch|how to tie down a load	Trucker's hitch.
what is a stopper knot|figure eight knot|figure 8 knot	Figure eight: a stopper that won't slip through.
# ---- gear
what is the best survival knife|what knife for survival|best knife for camping|survival knife	A fixed-blade, full-tang knife.
how do i sharpen a knife without a sharpener|sharpen a knife on a rock|how to sharpen a knife on a stone	Stroke it at a low angle on a smooth flat stone.
what is paracord|what is paracord used for|paracord strength|how strong is paracord	Strong nylon cord; 550 cord holds 550 lb.
